epoch,train_loss,train_acc,val_loss,val_acc
1,1.0520477536096737,64.83622350674374,0.8000881410966632,77.14932126696833
2,0.37507967883451826,86.7533718689788,0.5635370901823719,88.23529411764706
3,0.22553669441283208,91.90751445086705,0.5335474783334485,93.21266968325791
4,0.12579026567051635,95.27938342967245,0.3066530097415565,94.11764705882354
5,0.0899958211707888,96.72447013487476,0.28387945669395553,95.70135746606334
6,0.07485108925518624,97.25433526011561,0.13661490823668998,97.05882352941177
